"9:00","9:45","физика"
"10:00","10:45","физика"
"11:00","11:45","обж"
"12:00","12:45","биология"
"13:00","13:45","литература"
"14:00","14:45","история"
"15:00","15:45","матмод"
"16:00","16:45","матмод"
